order_id,kitchen_id,zone_id,rider_id,time_slot_id,order_date,order_value_ngn,delivery_distance_km,promised_delivery_min,actual_delivery_min,traffic_friction_score,food_temp_on_arrival_c,customer_rating,delivery_cost_ngn,order_profit_ngn
val_27,KIT-LK-001,val_15,val_10,val_33,1/4/2023,79004.26398,20.41384576,56,691,9.392088143,708.8728252,4.821930603,10760.48021,0.062133343
val_28,KIT-LK-001,val_12,val_13,val_36,1/5/2023,54816.8767,22.92249198,756,336,7.879940178,837.4254135,1.484971845,1709.652547,639.584276
val_29,KIT-YB-001,val_12,val_39,val_44,1/5/2023,927.4235929,32.93832939,377,700,3.594020918,899.8619646,1.923764678,8524.592616,11.79688155
val_30,KIT-IK-001,val_17,val_17,val_0,1/5/2023,38010.33855,17.32271058,394,314,9.224776742,875.0475165,3.529987396,5265.97924,97.99415481
val_31,KIT-YB-001,val_9,val_52,val_28,1/5/2023,142789.1379,2.892874936,562,115,8.372218391,681.9945969,4.80344805,1703.070794,41.13178876
val_32,KIT-YB-001,val_9,val_52,val_1,1/5/2023,41681.54626,16.88073135,228,9,2.116237985,914.8266775,4.735997216,6796.384384,606.36333
val_33,KIT-SU-001,val_12,val_18,val_27,1/5/2023,112901.9402,27.61524466,728,219,4.075097957,275.5445417,4.725376865,2699.874904,207.8874888
val_34,KIT-YB-001,val_3,val_33,val_18,1/5/2023,76520.39337,12.67958536,314,708,3.948453427,725.2759262,2.760579919,3649.808397,809.1656478
val_35,KIT-SU-001,val_3,val_19,val_14,1/6/2023,46622.90051,1.143250726,706,564,7.570421031,76.66743171,4.943611182,5583.410573,356.307201
val_36,KIT-LK-001,val_16,val_20,val_42,1/6/2023,148668.4706,10.75286412,517,273,5.715087045,125.2284247,2.458653153,4499.45112,335.1784016
val_37,KIT-IK-001,val_4,val_40,val_34,1/6/2023,7522.66944,23.93881808,148,687,3.401961259,226.1221441,1.346797456,4786.840797,514.7927053
val_38,KIT-IK-001,val_10,val_17,val_27,1/6/2023,87520.52742,3.193128097,624,388,3.077151552,102.6767424,3.817756667,4884.934827,775.0402126
val_39,KIT-SU-001,val_5,val_8,val_42,1/6/2023,69496.97329,13.28357534,75,156,5.117545388,965.6658466,3.22473776,400.2819517,696.3970994
val_40,KIT-YB-001,val_4,val_15,val_4,1/6/2023,11940.69825,4.832953058,715,679,6.993613268,466.2442295,4.197785865,4534.310076,206.5438353
val_41,KIT-YB-001,val_11,val_55,val_31,1/6/2023,32507.38277,16.76231499,376,456,5.578533407,906.7043605,3.484431264,4843.354436,763.5076169
val_42,KIT-SU-001,val_16,val_15,val_7,1/7/2023,104289.1751,5.124669514,671,665,3.349301584,476.631948,4.282587579,7194.279322,506.8091296
val_43,KIT-YB-001,val_8,val_21,val_11,1/7/2023,16695.13015,3.99448673,241,562,6.579865639,699.6761889,2.375565325,5874.829964,987.4052448
val_44,KIT-LK-001,val_2,val_37,val_8,1/7/2023,120253.254,24.48339796,407,101,9.990210769,321.7147959,2.151747755,2235.999861,516.8094334
val_45,KIT-LK-001,val_4,val_6,val_26,1/7/2023,93946.6186,5.698455285,305,49,2.590018761,950.6654529,4.028985239,7137.369466,286.1808154
val_46,KIT-LK-001,val_3,val_16,val_30,1/7/2023,15578.21044,5.586893652,251,100,5.755596181,34.8944618,2.990874905,613.9796683,761.1418843
val_47,KIT-IK-001,val_17,val_10,val_36,1/7/2023,43378.787,20.81966731,342,223,4.38090517,697.4045812,1.717581454,4132.619746,29.29070129
val_48,KIT-IK-001,val_6,val_55,val_21,1/8/2023,21008.09042,1.717064642,53,224,2.965742942,950.379993,2.500076781,7517.350007,724.6319602
val_49,KIT-IK-001,val_7,val_55,val_45,1/8/2023,119741.3937,1.348143482,397,919,8.879430062,788.1486298,4.202630461,7562.995144,543.1797531
val_50,KIT-SU-001,val_1,val_45,val_17,1/8/2023,80177.46396,15.21433016,123,783,9.619934523,827.596279,4.695688726,2328.846787,175.6486702
val_51,KIT-IK-001,val_8,val_14,val_7,1/8/2023,923.0755391,12.90532282,519,880,4.151762043,299.16302,4.041289086,4202.434568,24.10339869
val_52,KIT-LK-001,val_18,val_36,val_1,1/8/2023,81664.09526,19.1527552,90,474,4.125615232,451.8479901,3.872501021,5600.829173,46.58080594
val_53,KIT-LK-001,val_8,val_39,val_6,1/8/2023,72679.1508,34.77326468,9,322,1.825858766,136.1809304,4.246591799,5054.858729,81.78705278
val_54,KIT-IK-001,val_13,val_52,val_21,1/8/2023,96639.92225,15.32778606,439,403,6.559778942,376.4055654,1.802121109,8287.856632,487.723571
val_55,KIT-YB-001,val_3,val_9,val_19,1/9/2023,5709.186295,20.24683154,298,868,1.238908212,8.435268132,3.318324642,8934.2203,707.586483
val_56,KIT-IK-001,val_2,val_44,val_41,1/9/2023,5796.155894,32.18967819,877,355,5.465893768,778.7696057,3.376742939,682.1582959,133.802536
val_57,KIT-SU-001,val_14,val_11,val_6,1/9/2023,52730.53171,17.01463279,264,633,2.375330794,953.0123473,4.783731726,8994.1558,158.9695448
val_58,KIT-IK-001,val_1,val_34,val_12,1/9/2023,103436.4454,27.38299429,399,144,7.050864562,700.8493507,1.061218181,10566.36211,814.0253409
val_59,KIT-IK-001,val_8,val_52,val_47,1/9/2023,100150.4348,19.29310825,236,982,9.360190847,810.2975937,4.882092024,10984.08952,227.9233694
val_60,KIT-LK-001,val_6,val_3,val_1,1/9/2023,42100.40509,22.37481222,890,642,1.799044196,513.4697255,3.904295713,860.5848917,827.9032307
val_61,KIT-SU-001,val_0,val_8,val_20,1/9/2023,32802.09791,32.65108492,789,967,7.999664327,191.6684703,1.089753697,10627.84347,95.04486684
val_62,KIT-LK-001,val_10,val_48,val_9,1/10/2023,102627.2768,0.224491137,172,294,8.475112925,720.8154616,3.07525021,2131.727628,836.9276872
val_63,KIT-LK-001,val_19,val_1,val_25,1/10/2023,4553.354052,31.55270815,251,617,2.585856765,299.2838049,1.27913719,4192.483308,732.5835732
val_64,KIT-SU-001,val_1,val_41,val_46,1/10/2023,83739.10809,17.51968228,186,274,9.303780715,459.5250048,3.41357904,4703.612498,147.6673012
val_65,KIT-SU-001,val_16,val_30,val_10,1/10/2023,63902.74699,21.31540005,151,468,6.588260554,900.6678447,2.806428832,3728.037099,337.9432338
val_66,KIT-IK-001,val_10,val_20,val_17,1/10/2023,36243.47928,15.86201742,240,323,5.814432474,372.9371325,4.08970506,3677.627026,333.1123029
val_67,KIT-LK-001,val_14,val_51,val_21,1/10/2023,78284.56436,9.279968301,852,142,7.042712543,289.3695177,3.317715529,2199.076049,133.843553
val_68,KIT-IK-001,val_1,val_50,val_38,1/10/2023,32966.56467,2.497050216,459,442,3.592982212,31.69450374,4.145521433,7976.386434,377.1183922
val_69,KIT-LK-001,val_17,val_19,val_47,1/11/2023,84866.08003,33.09037469,383,530,1.228697801,701.4568734,2.475144407,7049.323575,677.8351972
val_70,KIT-SU-001,val_0,val_0,val_4,1/11/2023,22771.58852,21.91089198,190,157,4.978461013,215.2199189,4.427548071,7439.550546,730.5490543
val_71,KIT-IK-001,val_18,val_7,val_23,1/11/2023,61151.09036,30.59678166,184,398,7.690117633,639.4166313,4.465224831,6352.000736,202.9039855
val_72,KIT-SU-001,val_13,val_6,val_36,1/11/2023,76808.73713,10.32012825,555,93,9.267853534,366.6041739,3.621754903,2805.860501,721.7848284
val_73,KIT-LK-001,val_6,val_58,val_0,1/11/2023,5239.303693,9.874363432,751,646,4.870934356,787.6756846,2.054869349,7118.442606,266.6606753
val_74,KIT-SU-001,val_0,val_35,val_38,1/11/2023,91802.22745,11.88529868,558,313,3.372829224,889.8944809,4.965723386,7913.977193,42.50374395
val_75,KIT-IK-001,val_12,val_40,val_11,1/11/2023,112672.1364,8.240130367,657,89,2.181659525,235.7032386,4.270934515,812.6955807,194.6341039
val_76,KIT-YB-001,val_1,val_13,val_24,1/12/2023,143432.9976,17.52938083,261,513,9.419449013,792.3111006,4.406606851,11855.3265,342.2371961
val_77,KIT-LK-001,val_12,val_51,val_46,1/12/2023,30867.38969,32.78120584,946,835,3.078505683,152.8137873,1.046204961,7041.464205,35.90774441
val_78,KIT-SU-001,val_15,val_43,val_30,1/12/2023,31699.9574,30.68698097,823,992,9.199641091,140.9273453,4.304578128,7732.32253,95.30205431
val_79,KIT-SU-001,val_5,val_45,val_47,1/12/2023,46072.20822,17.4294958,878,968,2.653805832,428.4456524,1.871042296,6922.244824,356.2473706
val_80,KIT-IK-001,val_4,val_28,val_28,1/12/2023,133669.2236,12.33693381,668,173,1.163194652,324.5095014,3.033024956,8350.493515,924.5871482
val_81,KIT-SU-001,val_4,val_41,val_10,1/12/2023,61325.14597,21.48673554,695,209,3.017982929,987.157771,3.817142213,7950.76472,635.8022879
val_82,KIT-LK-001,val_4,val_32,val_33,1/12/2023,45618.17505,21.50658305,70,893,5.435105832,803.9789839,2.641168975,9630.003363,934.3780849
val_83,KIT-IK-001,val_2,val_23,val_29,1/13/2023,111306.5269,23.9949903,161,633,4.138344956,890.2368863,1.974493513,2106.249867,37.23636113
val_84,KIT-IK-001,val_4,val_35,val_14,1/13/2023,6179.531548,18.8388809,132,543,9.169486629,135.9976569,3.000727556,2131.933735,868.0967609
val_85,KIT-YB-001,val_13,val_19,val_3,1/13/2023,82547.76944,1.131083055,483,802,5.905760831,713.9609568,2.199064868,2791.036778,135.6970238
val_86,KIT-YB-001,val_6,val_57,val_31,1/13/2023,67803.40367,2.846418804,588,64,2.059925374,604.2843059,3.461282727,11568.74761,236.9444032
val_87,KIT-SU-001,val_15,val_43,val_27,1/13/2023,93916.30251,34.08736949,118,554,6.62798788,99.23925087,1.438827477,4413.01952,100.3153705
val_88,KIT-LK-001,val_16,val_44,val_37,1/13/2023,109799.4012,26.16898827,752,573,4.500521662,793.6635942,2.633269967,3930.859515,411.1970609
val_89,KIT-LK-001,val_15,val_43,val_6,1/13/2023,49085.76364,33.19899207,549,936,7.110472109,853.781801,3.366410452,2905.848953,202.4516077
val_90,KIT-IK-001,val_10,val_26,val_25,1/14/2023,95644.36931,12.01549092,596,467,8.075590269,914.0929961,4.962085823,5880.584286,739.3524625
val_91,KIT-IK-001,val_6,val_57,val_39,1/14/2023,78887.14109,18.81623976,917,512,9.869963005,939.8205364,2.98183108,10882.73193,754.9257155
val_92,KIT-SU-001,val_18,val_12,val_42,1/14/2023,20528.18765,11.40392678,585,801,6.189814529,107.8105691,2.703543786,8155.311988,290.487509
val_93,KIT-YB-001,val_4,val_34,val_45,1/14/2023,132318.0681,31.83093963,3,270,4.300756033,882.172288,4.956850257,2415.580215,799.7893741
val_94,KIT-YB-001,val_9,val_4,val_10,1/14/2023,113311.2301,10.21312173,769,70,4.902403163,945.3600192,4.701539958,10080.75761,163.6540131
val_95,KIT-SU-001,val_9,val_17,val_8,1/14/2023,138287.2931,24.34463337,876,472,4.623595696,690.794195,3.691867027,11356.95557,40.25335002
val_96,KIT-SU-001,val_14,val_34,val_27,1/15/2023,108200.4864,6.291934006,83,611,5.054835989,183.8513359,3.179093201,8614.038232,165.0407122
val_97,KIT-YB-001,val_10,val_29,val_22,1/15/2023,37098.58079,3.862750497,539,488,1.270528017,400.8376712,2.08358135,7204.758635,245.7765595
val_98,KIT-SU-001,val_15,val_56,val_11,1/15/2023,64863.67066,5.616082838,470,707,3.225954148,90.11024479,3.495411126,8126.903407,50.32778884
val_99,KIT-YB-001,val_18,val_36,val_4,1/15/2023,58336.8296,18.62504328,151,253,9.88984724,4.24644548,4.33589368,8884.526774,109.7863464
val_100,KIT-IK-001,val_7,val_24,val_6,1/15/2023,5855.378929,29.59002821,276,14,9.352130744,920.0620845,4.926346588,10340.9418,302.7026987
val_101,KIT-LK-001,val_17,val_25,val_16,1/15/2023,61876.94887,34.97493444,856,787,1.434600707,972.3384096,1.683883237,7972.313966,852.4465346
val_102,KIT-IK-001,val_3,val_36,val_35,1/15/2023,52162.63337,21.86936993,392,851,9.816227899,919.2928904,2.096226236,6471.412642,855.4722066
val_103,KIT-SU-001,val_18,val_47,val_3,1/16/2023,1086.606037,18.76940291,537,618,8.127587464,253.962583,4.537703448,2352.908045,993.5755719
val_104,KIT-SU-001,val_3,val_16,val_5,1/16/2023,127144.9272,27.58351415,777,314,1.024724135,621.1109305,4.443860415,4615.859414,98.00741063
val_105,KIT-SU-001,val_17,val_35,val_12,1/16/2023,22009.22654,2.418298249,448,370,9.221171997,499.697625,3.866635306,1198.207031,1.841494863
val_106,KIT-YB-001,val_7,val_34,val_41,1/16/2023,75392.34902,28.36702379,892,480,9.643323082,496.0475716,1.414925157,8796.620485,565.6113999
val_107,KIT-IK-001,val_19,val_0,val_47,1/16/2023,117809.3346,26.59160803,500,422,6.658822163,428.3338219,3.825021431,11909.0542,603.2454781
val_108,KIT-IK-001,val_2,val_54,val_21,1/16/2023,90869.96468,18.62804511,986,223,8.094961016,941.1804556,2.876236384,1332.391317,236.1750149
val_109,KIT-YB-001,val_9,val_34,val_2,1/16/2023,25818.00819,0.999946756,147,372,3.992784899,790.8893958,2.48500464,5394.310811,797.0417157
val_110,KIT-SU-001,val_18,val_14,val_0,1/17/2023,92922.56329,7.236454922,889,298,6.150891354,846.8685674,2.002745622,8460.898339,955.952605
val_111,KIT-SU-001,val_0,val_38,val_41,1/17/2023,113760.7357,13.06599846,112,448,7.583949542,34.61067543,2.271922624,553.0785007,331.687039
val_112,KIT-YB-001,val_5,val_40,val_21,1/17/2023,128287.2952,32.95453346,813,375,6.051348035,411.9501671,3.143171837,5386.943581,945.8355649
val_113,KIT-IK-001,val_1,val_54,val_3,1/17/2023,48138.73708,22.41941108,662,528,3.741445663,597.9782651,1.647799345,9578.367693,104.2738711
val_114,KIT-IK-001,val_6,val_2,val_40,1/17/2023,5571.24938,17.95122294,560,807,6.842802442,658.7215105,3.037221834,3659.855218,475.6406351
val_115,KIT-IK-001,val_7,val_24,val_25,1/17/2023,91388.25686,17.19723943,881,331,8.54577033,894.8797721,1.192813228,7984.485015,197.1685415
val_116,KIT-IK-001,val_12,val_10,val_16,1/17/2023,34252.39227,27.34315546,641,57,8.524073934,167.0029209,2.642547953,7366.621289,584.4318295
val_117,KIT-LK-001,val_5,val_34,val_21,1/18/2023,117243.8136,11.46233232,695,818,2.189538702,90.03671367,4.84010585,8460.36418,71.13014315
val_118,KIT-LK-001,val_3,val_30,val_10,1/18/2023,102142.3156,3.489463172,755,186,5.008787166,893.1988642,3.955900553,3033.860986,504.3629138
val_119,KIT-IK-001,val_3,val_28,val_44,1/18/2023,116091.4348,23.76110711,841,929,1.348653007,506.6192418,1.274408302,2186.344035,173.1716614
val_120,KIT-LK-001,val_18,val_58,val_37,1/18/2023,145145.9144,11.64975708,232,529,6.6948998,539.2155631,3.75134494,399.5504569,417.4508096
val_121,KIT-SU-001,val_19,val_31,val_9,1/18/2023,87889.83557,11.53063073,845,523,3.179459934,890.0006587,1.784452661,5868.122397,688.0522008
val_122,KIT-LK-001,val_4,val_24,val_35,1/18/2023,135694.8758,16.02409022,589,409,9.373193542,749.8099723,2.896657492,2404.690416,333.7852617
val_123,KIT-LK-001,val_3,val_4,val_8,1/18/2023,96463.06068,8.647143956,32,712,6.564303485,730.7544892,2.176674045,7884.24475,540.4469746
val_124,KIT-IK-001,val_1,val_17,val_21,1/19/2023,27670.77976,32.27524804,919,653,4.605558533,186.0284612,4.7366441,6680.300349,971.4945125
val_125,KIT-LK-001,val_19,val_53,val_35,1/19/2023,119996.5728,29.67457069,771,931,7.583168703,621.4102926,1.21776066,10037.8306,875.3168431
val_126,KIT-IK-001,val_14,val_27,val_1,1/19/2023,104207.9443,34.68987392,892,16,2.866525256,450.0712271,4.523832157,9662.859306,996.966737
val_127,KIT-IK-001,val_15,val_54,val_34,1/19/2023,146701.9968,33.7662981,772,192,1.822886253,611.0414987,3.805514675,4462.297744,177.0412661
val_128,KIT-SU-001,val_5,val_31,val_10,1/19/2023,36893.08235,11.14304601,345,277,1.786433777,575.6771776,2.451156676,3695.961227,494.1328374
val_129,KIT-LK-001,val_12,val_32,val_33,1/19/2023,50302.26468,13.44480896,350,189,6.245246439,26.27997491,4.518570195,1169.634331,784.2406191
val_130,KIT-IK-001,val_1,val_25,val_23,1/19/2023,123312.9085,24.49937806,276,949,8.999816911,343.8754055,2.625211465,9125.190579,929.0030343
val_131,KIT-LK-001,val_13,val_33,val_1,1/20/2023,9901.994906,0.751437409,410,72,3.004822943,457.8032071,3.793480166,6055.214457,240.8916346
val_132,KIT-SU-001,val_11,val_4,val_36,1/20/2023,95163.36481,34.78733321,34,121,7.840435472,500.2219216,4.151461869,4168.305984,987.7573394
val_133,KIT-LK-001,val_6,val_3,val_12,1/20/2023,80553.66988,0.577339256,746,442,1.338611731,99.46926964,2.145563787,8502.013356,441.3502323
val_134,KIT-YB-001,val_14,val_28,val_45,1/20/2023,25738.8699,18.69571019,753,264,4.180060659,898.5389014,1.28902305,3434.437652,772.1053229
val_135,KIT-YB-001,val_12,val_35,val_40,1/20/2023,25185.69553,23.47077086,987,331,6.883448586,334.3156927,4.4725034,5840.790914,518.3842123
val_136,KIT-IK-001,val_8,val_33,val_9,1/20/2023,121624.5444,32.01229152,551,604,8.436255063,489.4219754,1.925149008,5344.350364,297.6024645
val_137,KIT-IK-001,val_3,val_25,val_28,1/21/2023,2809.050738,22.61594396,988,561,9.488726024,663.7274143,4.727228002,3388.720584,108.9004209
val_138,KIT-LK-001,val_0,val_17,val_17,1/21/2023,112152.7953,20.97451423,210,865,6.693133285,719.0816361,2.260158743,9527.194519,161.8503131
val_139,KIT-SU-001,val_18,val_42,val_28,1/21/2023,110033.7504,10.65250361,474,451,5.164068093,378.0275156,2.659583368,8546.566775,647.3956355
val_140,KIT-IK-001,val_5,val_36,val_26,1/21/2023,97627.15647,20.76406454,783,938,1.545727528,129.1128263,2.721240765,6330.488278,553.867624
val_141,KIT-IK-001,val_6,val_2,val_14,1/21/2023,61722.89063,26.28961265,790,190,3.480828822,207.3176692,2.871556781,8356.696701,432.7569606
val_142,KIT-LK-001,val_13,val_27,val_31,1/21/2023,4733.942187,18.14259043,774,194,9.308006252,165.0518574,4.85104983,1254.905639,626.0936152
val_143,KIT-IK-001,val_5,val_42,val_12,1/21/2023,120365.6119,27.33130838,466,391,6.246068888,244.1378045,1.980347316,5271.985424,507.3903643
val_144,KIT-SU-001,val_7,val_47,val_43,1/22/2023,19293.22697,2.622534031,73,116,4.084095595,603.6463313,3.43309599,7281.788889,141.3178906
val_145,KIT-LK-001,val_14,val_17,val_45,1/22/2023,42477.72888,11.87113529,866,28,3.23935186,535.7588205,2.176524619,4847.048434,261.5492822
val_146,KIT-YB-001,val_11,val_55,val_7,1/22/2023,142044.0476,33.60152491,381,371,2.022913249,168.6304478,1.523720717,8626.661069,431.7914644
val_147,KIT-LK-001,val_13,val_39,val_34,1/22/2023,45628.22346,11.45586557,650,537,7.764444807,681.5165044,2.155088264,6362.165108,397.8312
val_148,KIT-YB-001,val_0,val_26,val_44,1/22/2023,38643.30298,21.8405645,133,278,4.711385229,63.70469926,3.209616433,4718.011882,902.5256581
val_149,KIT-SU-001,val_9,val_37,val_6,1/22/2023,146018.898,18.29198957,937,271,9.428944288,909.6070218,3.427959846,5101.126091,941.9149665
val_150,KIT-LK-001,val_9,val_52,val_35,1/22/2023,13346.86421,32.79451566,257,97,5.089525401,566.1908318,2.054885324,8651.673468,534.053944
val_151,KIT-IK-001,val_12,val_13,val_45,1/23/2023,24523.21299,5.864461299,998,112,8.365389072,590.4173249,4.949257785,976.5364232,265.6502422
val_152,KIT-LK-001,val_3,val_9,val_10,1/23/2023,66028.46847,10.61870586,716,884,2.172138609,285.8938414,2.450970071,10090.1976,798.8713209
val_153,KIT-IK-001,val_3,val_26,val_27,1/23/2023,118257.1326,30.21073023,330,65,2.358168645,511.637003,4.328151732,876.8215201,181.8352713
val_154,KIT-IK-001,val_15,val_5,val_38,1/23/2023,132711.6614,23.38384856,369,703,3.458907233,426.2572907,1.140135525,1765.554696,492.166811
val_155,KIT-SU-001,val_13,val_50,val_16,1/23/2023,113467.5405,19.09811775,980,715,2.721111935,950.7464461,3.780872299,9760.487722,994.2451209
val_156,KIT-YB-001,val_16,val_58,val_11,1/23/2023,146438.1672,13.94253364,594,203,9.790665285,76.22145741,2.213850293,4618.627521,874.7670078
val_157,KIT-YB-001,val_5,val_36,val_19,1/23/2023,3018.49832,14.51377707,693,247,8.273275756,458.7356356,3.147556729,5621.219194,929.5842449
val_158,KIT-SU-001,val_19,val_58,val_16,1/24/2023,93116.22997,32.73530936,613,367,4.135710191,791.5173505,4.346413738,4598.544924,97.87726535
val_159,KIT-YB-001,val_5,val_4,val_34,1/24/2023,17893.75718,23.55343104,238,659,5.678408415,544.5770908,3.899378103,1297.947272,462.1468452
val_160,KIT-IK-001,val_13,val_37,val_17,1/24/2023,136599.2297,32.53262385,132,36,5.799233051,565.2179618,2.43853431,7380.982415,769.1035829
val_161,KIT-LK-001,val_3,val_26,val_18,1/24/2023,140328.4275,34.03207659,3,816,6.464881495,911.2156147,3.929917854,8331.034849,156.0139109
val_162,KIT-LK-001,val_18,val_16,val_45,1/24/2023,45802.71855,19.23587861,405,341,1.93255073,375.6927848,2.655989986,2441.218315,768.9638423
val_163,KIT-SU-001,val_6,val_18,val_27,1/24/2023,124242.426,21.42413529,684,500,4.140821485,2.064355531,1.253945546,9074.784474,341.7866645
val_164,KIT-LK-001,val_16,val_32,val_44,1/24/2023,94726.19852,23.04149953,301,910,1.773368195,925.6714137,3.662339679,1377.668038,887.2117069
val_165,KIT-LK-001,val_6,val_38,val_34,1/25/2023,15523.07328,29.4030813,222,133,9.271586968,33.05974831,4.747264792,9342.864805,417.6025021
val_166,KIT-LK-001,val_15,val_9,val_42,1/25/2023,90613.83982,23.1356956,389,948,4.631084862,797.4041239,1.334609053,8475.765814,250.2675085
val_167,KIT-SU-001,val_9,val_36,val_9,1/25/2023,146420.5274,4.189730292,231,615,7.543153398,139.5942184,3.750501207,10962.97548,916.8643498
val_168,KIT-SU-001,val_1,val_55,val_45,1/25/2023,46560.06033,32.99656781,435,427,9.287437686,20.68418774,4.358935998,9799.271407,712.7919995
val_169,KIT-LK-001,val_3,val_0,val_45,1/25/2023,670.5460338,23.20051567,552,71,3.784935935,354.6702373,3.386530391,10165.04714,462.9722625
val_170,KIT-YB-001,val_13,val_52,val_1,1/25/2023,146530.3557,30.47312106,272,67,1.790642759,864.0564268,2.941608994,11500.94146,961.0288653
val_171,KIT-SU-001,val_3,val_36,val_17,1/25/2023,62390.52091,14.98087355,30,817,4.025946204,36.93786907,1.948847732,10163.13915,602.3870087
val_172,KIT-YB-001,val_5,val_20,val_19,1/26/2023,64924.44879,16.72012925,101,402,7.038887881,262.6801075,1.775406129,9597.601792,587.0432454
val_173,KIT-LK-001,val_10,val_44,val_20,1/26/2023,107035.5115,24.17220107,416,762,5.498177199,279.0492281,2.585186235,2514.289358,361.2280421
val_174,KIT-IK-001,val_5,val_37,val_37,1/26/2023,90855.61538,27.21885872,177,834,1.67458211,94.80693251,3.565151966,9109.876099,834.7153964
val_175,KIT-YB-001,val_2,val_46,val_33,1/26/2023,45646.99854,2.930363107,800,402,1.631766131,92.55804354,2.258688423,7665.936234,585.282073
val_176,KIT-YB-001,val_12,val_4,val_10,1/26/2023,15446.69286,14.37553061,165,316,7.296054446,908.1806152,2.953623597,11546.4473,621.6477891
